Temperature_C,Heart_Rate_BPM,Vomiting,Diarrhea,Lethargy,Pain_Vocalization,Pale_Gums,Seizure,Abdominal_Distension,Urgency_Level
39.1,74,0,0,0,0,1,0,0,2
38.2,100,0,0,0,0,0,0,0,0
38.5,72,0,0,1,0,0,0,0,0
38.7,143,0,0,1,0,1,0,0,2
39.0,86,0,1,0,0,0,0,0,0
38.6,126,0,0,1,0,0,0,0,0
38.0,72,1,0,0,0,0,0,0,0
37.3,43,1,0,0,0,0,0,0,0
38.8,139,0,0,1,1,0,0,0,1
37.4,78,0,0,0,0,0,0,0,0
39.5,102,1,0,0,0,0,0,0,0
37.1,103,0,0,0,1,0,0,0,1
40.7,130,0,0,1,0,0,0,0,2
38.9,47,0,0,1,0,0,0,0,0
38.5,122,0,1,1,0,1,0,0,2
38.8,92,0,0,0,0,0,0,0,0
37.6,102,0,0,0,1,0,0,0,1
38.2,78,0,0,0,0,1,0,0,2
37.7,42,1,0,1,0,0,0,0,1
39.4,160,0,0,1,0,0,0,0,0
37.9,119,0,0,1,0,0,0,0,0
39.1,100,0,0,0,0,0,0,0,0
38.5,106,1,0,1,0,0,0,0,1
39.0,91,1,1,1,0,0,0,0,1
38.9,110,0,0,0,0,0,0,0,0
39.0,113,0,0,0,0,0,0,1,2
38.7,128,1,0,0,0,0,0,0,0
39.0,94,0,0,0,1,0,0,0,1
40.6,114,1,0,0,0,0,0,0,2
38.5,58,0,0,0,0,0,0,0,0
39.7,89,0,0,0,0,0,0,0,0
37.2,60,0,1,1,0,0,0,0,0
38.1,121,0,0,0,0,0,0,0,0
38.7,94,0,0,0,0,0,0,0,0
38.4,86,0,0,1,0,1,0,0,2
40.3,111,0,0,0,0,0,0,0,1
38.6,105,0,0,1,0,0,0,1,2
39.0,120,0,0,1,0,1,0,0,2
39.2,91,0,1,1,0,0,0,0,0
39.3,70,0,0,1,0,0,0,0,0
39.1,87,0,0,1,0,0,0,0,0
37.0,97,0,0,0,0,0,0,0,0
38.6,105,0,0,0,0,0,0,0,0
38.8,112,0,0,0,0,0,0,0,0
37.6,104,0,0,0,0,0,0,0,0
38.1,102,1,1,0,0,0,0,0,1
39.0,92,0,1,0,0,0,0,0,0
39.5,132,1,0,0,0,0,0,0,0
38.3,79,0,0,0,0,0,0,0,0
37.8,96,0,0,0,0,0,0,0,0
39.0,80,0,1,0,0,0,0,0,0
39.2,78,0,1,0,0,0,0,0,0
39.2,96,0,0,0,0,0,0,0,0
39.4,116,1,0,0,1,0,0,0,1
38.2,145,0,1,0,0,1,0,0,2
38.5,96,0,0,0,0,0,0,0,0
38.6,89,0,0,1,0,0,0,0,0
39.0,134,0,1,1,0,0,0,0,0
39.1,58,0,0,0,0,0,0,0,0
39.1,148,0,1,1,0,1,0,0,2
37.5,117,0,1,1,0,1,0,0,2
38.4,104,0,0,0,0,1,0,0,2
38.9,93,0,0,0,0,0,0,0,0
38.1,139,0,0,1,0,0,1,0,2
38.0,98,1,0,1,0,0,0,0,1
38.1,65,0,0,0,0,0,0,0,0
38.0,95,0,0,1,0,0,0,0,0
38.9,111,0,0,1,0,0,0,0,0
39.3,113,0,1,1,0,0,0,0,0
37.8,83,0,0,0,0,0,0,0,0
36.9,70,0,0,1,0,0,0,1,2
39.4,133,0,0,0,0,0,0,0,0
38.3,88,1,0,1,0,0,0,0,1
38.9,89,0,1,0,0,0,0,0,0
40.0,145,0,0,1,0,0,0,0,1
38.0,61,0,0,1,0,0,0,0,0
37.4,82,0,0,1,0,0,0,0,0
37.4,119,0,0,1,0,0,0,0,0
37.6,43,0,1,1,0,1,0,0,2
38.0,130,0,0,0,0,0,0,0,0
39.2,138,0,0,0,0,0,0,0,0
37.7,95,0,1,1,0,0,0,0,0
37.5,138,0,0,0,1,0,0,0,1
37.1,122,0,0,0,0,0,0,0,0
38.6,87,0,0,0,0,0,0,0,0
37.2,103,0,1,0,0,0,0,0,0
36.8,90,0,0,1,0,0,0,0,2
36.8,115,0,0,0,0,0,0,0,2
38.4,83,1,0,0,0,0,0,0,0
38.2,93,1,1,0,1,0,0,0,1
36.7,105,0,1,0,0,0,0,0,2
39.5,114,0,1,1,0,0,0,0,0
38.3,61,0,0,0,0,0,0,0,0
38.7,92,0,1,0,0,0,0,0,0
39.8,121,0,0,1,0,0,0,0,1
38.3,87,0,0,0,0,0,0,0,0
39.7,91,1,0,1,0,0,0,0,1
38.4,118,1,0,0,0,0,0,0,0
38.3,110,0,1,1,0,0,0,0,0
37.7,122,1,0,0,0,0,1,0,2
40.1,126,0,0,0,0,0,0,0,1
37.6,106,0,0,0,0,0,0,0,0
39.2,67,0,1,1,0,0,0,0,0
37.8,117,1,0,1,0,0,0,0,1
38.7,121,0,0,0,0,0,0,0,0
39.1,119,1,0,0,1,1,0,0,2
38.4,98,0,1,1,0,0,0,0,0
38.2,122,1,0,1,0,0,0,0,1
38.4,125,1,1,1,0,0,0,1,2
38.8,41,0,0,1,0,0,0,0,0
41.1,100,0,0,1,1,0,0,0,2
37.9,91,0,1,0,0,0,0,0,0
38.5,87,0,0,1,0,0,0,0,0
39.3,96,1,0,0,0,0,0,0,0
39.4,97,0,1,1,0,0,0,0,0
38.4,119,0,0,0,0,0,0,0,0
39.5,95,0,0,1,0,0,0,0,0
38.2,120,0,0,0,0,0,0,0,0
39.3,98,0,0,0,0,0,0,0,0
39.0,89,1,0,1,0,0,0,0,1
37.4,75,0,0,1,0,0,0,0,0
38.0,123,1,0,0,0,0,0,0,0
40.3,72,0,0,0,0,0,0,0,1
38.5,100,0,1,1,0,0,0,0,0
39.6,88,1,1,0,0,0,0,0,1
39.2,92,1,0,1,0,0,0,0,1
36.7,54,0,1,1,0,0,0,0,2
36.9,87,1,0,0,0,0,0,0,2
37.6,71,1,0,1,0,0,0,0,1
37.8,96,1,0,1,0,0,0,0,1
36.6,112,0,0,0,0,0,0,0,2
38.9,75,0,1,1,0,0,0,0,0
38.1,90,0,0,0,0,0,0,0,0
37.6,97,0,0,1,0,0,0,0,0
39.7,94,1,1,1,0,0,0,0,1
38.5,82,1,0,1,1,0,0,0,1
40.1,104,0,0,0,0,0,0,0,1
39.7,126,0,0,0,0,0,0,0,0
38.8,103,0,0,1,0,0,0,0,0
38.7,50,0,0,0,0,1,0,0,2
39.7,83,0,0,0,0,0,0,0,0
39.3,104,0,0,1,0,0,0,0,0
39.0,65,1,0,1,0,0,0,0,1
38.1,64,0,0,1,0,0,0,0,0
37.8,65,0,0,0,0,0,0,0,0
38.7,110,0,0,0,0,0,1,0,2
38.2,24,0,0,0,0,0,0,0,0
38.9,70,0,0,0,0,0,0,0,0
37.1,97,0,0,0,0,0,0,0,0
37.6,96,0,1,0,0,0,0,0,0
38.6,120,1,0,0,0,0,0,0,0
39.0,92,0,0,1,0,0,0,0,0
37.8,105,0,0,0,0,1,0,0,2
39.0,95,1,0,1,1,0,0,0,1
38.2,90,0,1,1,0,0,0,0,0
37.3,48,1,0,0,0,0,0,0,0
39.1,100,0,1,0,0,0,0,0,0
37.9,81,0,1,1,0,0,0,0,0
39.1,132,0,0,0,0,0,0,0,0
39.3,98,1,0,1,0,0,0,0,1
40.0,91,0,1,1,0,0,0,0,1
37.8,72,0,0,0,0,0,0,0,0
38.9,89,1,1,1,1,0,0,0,1
39.6,99,0,0,0,0,0,0,0,0
40.3,61,0,0,1,0,0,1,0,2
38.7,102,1,0,1,0,0,0,0,1
38.8,56,0,0,1,1,0,0,0,1
38.2,96,0,0,0,0,0,0,0,0
39.4,62,0,0,0,0,0,0,0,0
39.7,58,0,1,0,0,0,0,0,0
38.1,143,1,0,0,0,0,0,0,0
39.1,140,0,0,0,0,0,0,0,0
38.7,88,0,1,0,0,0,0,1,2
39.8,76,0,1,1,0,0,1,0,2
38.5,104,1,0,0,0,0,0,0,0
36.7,133,0,0,0,0,0,0,0,2
39.0,113,1,1,0,0,0,0,0,1
36.8,133,0,0,0,0,0,0,0,2
39.1,99,1,0,1,0,0,0,0,1
40.0,72,0,0,1,0,0,0,0,1
39.9,106,0,0,1,0,0,0,0,1
39.5,113,1,0,0,0,0,0,0,0
39.7,91,0,0,0,0,1,0,0,2
38.3,97,0,0,0,1,0,0,0,1
39.6,87,0,1,1,0,0,0,0,0
39.7,129,0,0,1,0,0,0,0,0
39.2,91,0,0,0,0,0,0,0,0
36.7,72,1,0,0,0,0,0,0,2
37.6,70,0,0,0,0,0,0,0,0
37.2,81,0,1,1,0,0,0,0,0
38.5,116,0,0,1,0,0,0,0,0
38.0,112,0,1,0,0,0,0,0,0
39.1,123,0,1,1,0,0,0,0,0
39.5,64,0,1,0,0,0,0,0,0
37.9,146,0,1,1,0,0,0,0,0
39.6,93,0,0,1,1,0,0,0,1
38.5,114,1,0,0,0,0,0,0,0
38.0,96,1,0,1,0,0,0,0,1
38.3,65,1,0,1,0,1,0,0,2
37.7,108,0,0,1,0,0,0,0,0
38.0,127,0,0,1,0,0,0,0,0
39.0,74,0,0,0,0,0,0,0,0
38.2,106,0,1,1,0,0,0,0,0
38.4,96,0,0,0,1,0,0,0,1
39.2,96,0,1,1,0,0,0,0,0
37.4,128,1,1,1,0,0,0,0,1
38.8,139,0,0,1,0,0,0,0,0
37.8,127,0,0,0,0,0,0,0,0
38.7,72,0,0,0,0,0,0,0,0
38.0,54,0,0,0,0,0,0,0,0
37.6,109,0,1,1,0,0,1,0,2
38.4,62,1,0,0,0,0,0,1,2
40.2,76,1,0,0,0,0,0,0,1
38.5,126,1,1,0,0,0,0,0,1
37.8,96,0,0,0,0,0,0,0,0
39.1,112,0,1,1,0,0,0,0,0
38.6,123,0,0,1,0,0,0,0,0
38.9,75,0,0,1,0,0,0,0,0
38.7,89,0,0,0,0,1,0,0,2
40.4,117,0,0,1,0,0,0,0,1
38.6,145,0,0,1,1,0,0,0,1
38.4,66,1,0,1,0,0,0,0,1
40.8,134,0,0,0,0,0,0,0,2
37.8,62,1,0,0,0,0,0,0,0
39.7,113,0,1,0,0,0,0,0,0
38.0,130,1,1,1,0,0,0,0,1
38.4,138,1,0,0,0,1,0,0,2
38.7,103,0,0,0,1,0,0,0,1
39.1,80,0,0,0,0,0,0,0,0
39.3,133,0,0,0,0,0,0,0,0
38.7,70,0,0,0,0,0,0,0,0
38.2,84,0,0,0,1,0,0,0,1
39.0,109,0,0,0,0,0,1,0,2
37.7,98,0,0,0,0,0,0,0,0
37.9,79,0,0,1,0,0,0,0,0
37.9,129,0,1,0,0,0,0,0,0
37.7,98,1,0,0,0,0,0,0,0
39.7,57,0,1,1,1,0,0,0,1
38.0,124,0,0,1,0,0,0,0,0
38.5,137,0,0,1,0,0,0,0,0
38.9,84,0,0,0,0,0,0,0,0
38.9,73,0,0,0,0,0,0,0,0
39.8,79,0,0,0,0,0,0,0,1
38.0,86,0,0,1,0,0,0,0,0
39.4,122,1,0,0,0,0,0,0,0
39.1,88,0,1,0,0,0,0,0,0
39.5,113,0,0,0,0,1,0,0,2
39.0,95,0,0,0,0,0,0,0,0
39.1,122,1,0,1,0,0,0,0,1
37.6,77,1,0,0,1,0,0,0,1
38.4,77,1,0,0,0,0,0,0,0
38.6,110,1,0,0,0,0,0,0,0
38.2,100,0,0,0,0,0,0,0,0
39.2,113,1,1,0,0,0,0,0,1
38.0,113,0,0,1,0,0,0,0,0
37.8,82,0,1,1,0,0,0,0,0
38.5,110,0,0,1,1,0,0,0,1
38.2,103,1,1,0,0,0,0,0,1
38.3,98,0,1,1,0,0,0,0,0
37.8,121,0,0,1,0,0,0,0,0
39.5,57,0,1,0,0,0,0,0,0
37.9,27,1,1,0,1,0,0,0,1
38.3,146,1,0,1,0,0,0,0,1
39.8,140,0,0,1,0,0,0,0,1
39.0,128,0,0,0,1,0,0,0,1
37.2,88,0,0,1,0,0,0,0,0
40.2,71,0,0,0,0,0,0,0,1
39.7,140,0,0,0,0,0,0,0,0
40.0,86,1,0,1,0,0,0,0,1
37.9,103,0,0,1,0,0,0,0,0
38.6,110,1,0,1,0,0,0,0,1
39.0,116,1,0,0,1,0,0,0,1
38.6,110,0,0,0,0,0,0,0,0
38.2,116,0,0,1,0,0,0,0,0
38.5,107,0,0,0,0,0,0,0,0
37.6,107,0,1,0,0,0,0,0,0
37.6,96,1,0,0,0,0,0,0,0
38.8,81,0,0,0,0,0,0,0,0
38.0,126,0,0,1,0,0,0,0,0
38.3,104,0,0,1,0,0,0,0,0
39.6,91,0,1,0,1,0,0,0,1
38.6,63,0,0,0,0,0,0,0,0
37.0,124,1,0,1,0,0,0,0,1
37.0,133,1,0,0,0,0,0,0,0
38.4,96,0,0,1,0,0,0,0,0
38.7,91,0,0,0,0,0,0,0,0
38.6,90,0,0,1,0,0,0,0,0
36.9,77,0,0,1,0,0,0,0,2
39.0,81,0,0,1,0,0,0,0,0
38.3,113,0,0,1,0,0,0,0,0
39.0,112,1,0,1,0,0,0,0,1
38.7,95,0,0,1,0,0,0,0,0
37.9,90,0,0,1,0,0,0,0,0
38.1,90,0,0,0,0,1,0,0,2
38.5,117,0,1,1,0,0,0,0,0
38.0,93,0,0,0,0,0,0,0,0
38.3,89,0,1,0,0,0,0,0,0
38.8,91,0,0,1,0,0,0,0,0
38.6,125,0,0,0,0,0,0,0,0
38.0,79,1,0,1,0,0,0,0,1
37.9,111,0,1,1,0,0,0,0,0
39.2,106,0,0,0,0,0,1,0,2
38.1,107,0,0,0,0,0,0,0,0
38.1,81,1,1,0,0,0,0,0,1
39.3,114,1,0,1,0,0,0,0,1
40.1,125,1,0,0,0,0,0,0,1
38.8,68,0,0,0,0,0,0,0,0
38.1,119,0,1,1,0,0,0,0,0
38.5,100,0,0,0,0,0,0,0,0
39.4,111,0,0,0,0,1,0,0,2
38.0,115,0,0,0,0,0,0,0,0
37.6,71,0,0,0,0,0,0,0,0
39.9,72,1,1,0,0,0,0,0,1
38.6,119,1,1,0,0,0,0,0,1
39.9,133,0,0,0,0,0,0,0,1
39.1,101,0,0,0,0,0,0,0,0
38.2,102,1,0,0,0,0,0,1,2
36.8,121,0,1,0,0,0,0,0,2
36.5,72,0,0,0,0,0,0,0,2
38.1,92,0,1,1,0,0,0,0,0
39.8,74,0,1,0,0,0,0,0,1
39.7,43,0,0,0,0,0,0,0,0
37.2,116,0,0,0,0,0,0,0,0
38.4,87,0,0,1,1,0,0,0,1
38.3,91,1,0,1,0,0,1,0,2
39.2,126,0,0,0,0,0,0,0,0
38.3,132,0,0,0,0,0,0,0,0
38.1,96,1,0,0,0,0,1,0,2
39.6,86,0,0,0,0,0,0,0,0
38.6,122,1,0,1,0,0,0,0,1
36.9,110,1,1,0,0,0,0,0,2
39.2,133,0,0,1,0,0,0,0,0
38.6,127,0,1,1,0,0,0,0,0
37.9,117,1,0,0,0,0,0,0,0
39.7,64,1,0,1,0,1,0,0,2
38.1,105,0,0,1,0,0,0,0,0
38.9,122,1,0,0,0,0,0,0,0
37.1,89,0,1,1,0,0,0,0,0
39.3,50,0,0,1,0,0,0,0,0
38.8,118,0,1,0,0,0,0,0,0
38.4,185,0,0,1,0,0,1,0,2
37.2,86,0,0,1,0,1,0,0,2
38.0,70,0,1,0,0,0,0,0,0
39.0,114,0,1,0,1,0,0,0,1
39.6,96,1,0,0,0,0,0,0,0
38.7,116,1,0,1,0,0,0,0,1
38.4,71,0,0,0,0,0,0,0,0
38.6,104,0,0,1,0,0,0,0,0
38.2,88,0,1,1,0,0,0,0,0
38.8,77,0,0,1,0,0,0,0,0
39.3,140,0,0,0,0,0,0,0,0
37.7,120,0,0,0,1,0,0,0,1
38.7,144,0,0,0,0,0,0,0,0
38.9,125,0,0,0,0,0,0,0,0
37.4,97,0,0,1,0,0,0,0,0
39.3,103,0,1,0,0,0,0,0,0
37.5,99,1,1,0,0,0,0,1,2
39.9,112,0,1,0,0,1,0,0,2
38.9,73,1,0,0,0,0,0,0,0
37.3,35,0,0,0,0,0,0,0,0
39.5,57,0,0,0,0,0,0,1,2
38.8,115,1,0,1,0,0,0,0,1
38.8,76,0,0,1,0,0,0,0,0
39.0,100,0,0,0,0,0,0,0,0
39.5,106,0,0,1,0,1,0,0,2
36.0,83,0,0,1,1,0,0,0,2
39.1,51,0,1,0,0,0,0,0,0
39.1,97,0,0,0,0,0,0,0,0
39.1,103,0,1,0,0,0,0,0,0
40.0,100,0,0,1,0,0,0,0,1
39.9,144,0,0,1,0,0,0,0,1
39.3,139,1,0,1,0,0,0,0,1
37.9,50,0,0,1,0,0,0,0,0
37.9,106,0,0,0,0,0,0,0,0
37.1,117,1,0,0,0,0,0,0,0
38.9,123,0,0,0,0,0,0,0,0
37.2,118,0,1,0,0,0,0,0,0
37.8,88,0,0,1,0,0,0,0,0
39.2,115,0,0,0,0,0,0,0,0
37.8,77,0,1,1,0,0,0,0,0
37.5,122,0,0,1,1,0,0,0,1
38.6,61,1,0,1,1,0,0,0,1
37.8,171,1,0,0,0,0,0,0,1
39.4,67,0,1,1,0,0,0,0,0
38.1,154,0,0,1,0,0,0,0,0
37.0,112,0,1,0,0,0,0,1,2
37.7,112,1,0,0,0,0,0,0,0
40.5,121,0,1,1,0,0,0,0,1
39.3,113,0,1,0,0,0,0,0,0
38.5,121,0,0,0,1,0,0,0,1
39.5,123,1,0,1,0,1,0,0,2
38.3,116,0,1,1,0,0,0,0,0
38.5,76,0,1,1,0,0,0,0,0
38.0,110,0,0,1,1,0,0,0,1
38.8,87,1,0,1,0,0,0,0,1
37.9,117,0,1,1,0,0,0,0,0
37.6,42,1,0,0,0,0,0,0,0
39.3,139,0,1,1,0,0,0,0,0
39.5,111,0,0,0,0,0,0,0,0
38.6,76,1,0,0,0,0,0,0,0
39.9,111,0,0,1,0,0,0,0,1
39.6,100,0,0,0,0,0,1,0,2
38.6,129,0,1,1,0,0,0,0,0
39.7,102,0,0,0,0,0,0,0,0
38.8,103,0,0,0,1,0,0,0,1
39.1,73,1,0,1,0,0,0,0,1
37.9,127,1,0,0,0,0,0,0,0
38.0,90,0,0,0,0,0,0,0,0
37.9,58,0,0,0,0,0,0,0,0
38.6,100,0,0,1,0,0,0,0,0
38.6,107,1,1,1,0,0,0,0,1
38.5,96,0,0,1,0,0,0,0,0
38.7,139,0,0,0,0,0,0,0,0
39.4,135,0,0,0,0,0,0,0,0
38.2,110,1,0,1,1,0,0,0,1
38.9,111,0,0,0,0,0,0,0,0
38.4,134,0,0,0,0,0,0,0,0
37.9,129,1,0,1,0,0,0,0,1
39.2,98,0,1,1,0,0,0,0,0
39.2,29,0,0,0,0,0,0,0,0
38.4,92,0,1,0,0,0,0,0,0
39.2,64,0,1,0,0,0,0,0,0
39.2,113,0,0,0,1,0,0,0,1
38.5,144,1,1,1,0,0,0,1,2
39.6,91,0,0,1,0,0,0,0,0
36.9,84,0,0,1,0,1,0,0,2
37.8,131,0,0,0,0,0,0,0,0
38.7,92,0,0,0,1,0,0,0,1
37.5,35,0,0,0,0,0,0,0,0
38.9,104,0,0,1,0,1,0,0,2
38.7,69,0,0,0,0,0,0,0,0
38.5,105,0,0,1,1,0,0,0,1
38.7,130,1,1,1,0,0,0,0,1
39.4,114,1,0,0,0,0,0,0,0
38.5,121,0,0,0,0,0,0,0,0
38.6,129,0,0,1,0,0,0,0,0
38.2,126,0,0,0,0,0,0,0,0
39.6,119,0,0,1,0,0,0,0,0
39.6,89,0,0,1,0,0,0,0,0
38.3,99,0,0,1,0,0,0,0,0
39.3,71,0,0,0,0,0,0,0,0
37.3,100,1,0,0,0,0,0,1,2
39.4,75,0,0,0,0,0,0,0,0
39.1,70,1,0,0,0,0,0,0,0
37.0,104,0,0,0,1,0,0,0,1
38.5,65,1,0,1,0,0,0,0,1
38.1,63,0,0,1,0,0,0,0,0
39.5,90,0,0,0,1,0,0,0,1
38.1,41,0,0,0,0,0,0,0,0
38.6,88,0,0,1,0,1,0,0,2
39.9,135,0,0,1,0,0,0,0,1
38.2,113,1,0,0,0,0,0,0,0
40.4,75,0,0,0,0,0,0,0,1
39.1,81,0,1,0,0,0,0,0,0
36.9,25,1,0,1,0,0,0,0,2
38.6,152,1,0,1,0,0,0,0,1
39.3,100,1,0,0,0,0,0,0,0
36.9,87,1,0,0,0,0,0,0,2
38.2,129,1,0,1,0,0,0,0,1
37.6,130,1,0,1,0,0,0,1,2
38.8,77,1,0,1,0,0,0,0,1
38.2,91,0,1,1,0,0,0,0,0
37.7,90,0,0,0,1,0,0,0,1
38.6,71,0,1,1,0,0,0,0,0
39.1,86,0,0,1,0,0,0,0,0
36.9,94,0,1,1,0,0,0,0,2
38.7,76,0,0,0,0,0,0,0,0
37.5,101,0,0,0,0,0,0,0,0
38.4,90,0,1,0,0,0,0,0,0
37.3,103,1,1,1,0,0,0,0,1
39.0,111,0,0,0,0,0,0,0,0
37.4,98,0,0,1,0,0,0,0,0
39.1,120,0,0,0,0,0,0,0,0
38.1,152,0,1,0,0,0,0,0,0
38.2,92,0,0,1,0,0,0,0,0
36.9,116,0,0,1,0,0,0,0,2
38.6,80,0,0,0,0,0,0,1,2
38.9,128,0,0,0,0,0,0,0,0
38.0,121,0,1,1,0,0,0,0,0
39.7,94,1,0,0,0,0,0,0,0
39.2,100,0,0,0,0,0,0,0,0
39.1,65,0,0,1,0,0,0,0,0
37.9,72,0,0,0,0,0,0,0,0
38.9,77,0,0,0,0,0,0,0,0
38.8,83,0,0,0,0,0,0,0,0
39.7,110,0,0,0,0,0,0,0,0
39.2,103,0,0,0,0,0,0,0,0
39.3,135,0,0,0,1,0,0,1,2
39.4,118,0,0,0,0,0,0,0,0
38.6,149,0,1,0,0,0,0,0,0
38.2,144,0,0,0,0,0,0,0,0
38.1,94,0,0,0,1,0,0,0,1
39.0,80,0,0,1,0,0,0,0,0
37.8,87,1,0,0,0,0,0,0,0
39.7,117,0,1,1,0,0,0,0,0
39.7,111,0,0,0,0,1,0,0,2
39.3,122,0,0,0,0,0,0,0,0
38.2,135,1,1,1,0,0,0,0,1
38.7,120,1,1,0,0,0,0,0,1
37.5,102,0,1,1,0,0,0,0,0
39.6,107,0,1,0,0,0,0,0,0
36.9,142,0,0,0,0,0,0,0,2
39.3,76,0,0,1,1,0,0,0,1
38.9,125,0,1,1,0,0,0,1,2
38.3,140,0,0,1,0,0,0,0,0
39.1,110,1,1,0,0,0,0,0,1
37.2,121,0,0,0,0,0,0,0,0
38.8,98,0,1,1,0,0,0,0,0
38.3,76,1,0,0,0,0,0,0,0
38.8,113,0,0,1,0,1,0,0,2
40.1,96,0,1,1,0,0,0,0,1
38.1,143,0,1,1,0,1,0,0,2
38.6,119,0,0,1,0,0,0,0,0
38.7,98,0,0,1,0,0,0,0,0
38.7,75,0,0,0,0,0,0,0,0
37.1,78,0,0,0,0,0,0,0,0
37.6,77,0,0,0,0,0,0,0,0
38.7,73,0,0,0,0,0,0,0,0
38.0,123,1,0,0,0,0,0,0,0
39.6,146,0,0,1,0,0,0,0,0
39.7,114,0,0,1,0,0,0,0,0
37.5,82,1,1,1,0,0,0,0,1
38.0,125,0,0,1,0,0,0,0,0
38.2,19,1,1,0,0,0,0,0,1
38.3,70,0,1,0,0,0,0,0,0
38.7,102,1,0,0,0,0,0,0,0
38.2,98,1,1,1,0,0,0,0,1
40.7,108,0,0,0,0,0,0,0,2
39.3,85,1,0,0,1,1,0,0,2
37.8,115,0,0,1,0,0,0,0,0
39.6,105,0,0,1,0,0,0,0,0
39.5,93,1,0,1,0,0,0,0,1
39.2,85,1,1,1,0,0,0,0,1
38.3,100,0,0,0,0,0,0,0,0
39.3,91,1,0,0,0,0,0,0,0
37.8,126,0,0,0,0,1,1,0,2
38.2,117,1,0,0,0,0,0,0,0
39.5,85,0,0,0,0,0,0,0,0
39.2,92,0,1,0,0,0,0,0,0
37.7,60,0,0,0,0,0,0,0,0
38.5,126,1,1,1,0,0,0,0,1
38.1,67,0,1,1,1,0,0,0,1
39.1,83,0,0,0,0,0,0,1,2
39.1,92,1,0,1,0,0,0,0,1
39.0,114,1,1,1,0,0,0,0,1
39.2,126,0,0,0,0,0,0,0,0
38.9,132,0,0,0,0,0,0,0,0
39.2,115,0,0,1,0,0,0,0,0
38.8,80,0,1,1,0,0,0,0,0
39.6,179,1,0,1,0,0,0,0,1
38.8,90,0,0,0,1,0,0,0,1
38.0,109,1,1,0,0,0,0,0,1
40.5,104,0,0,1,0,0,0,0,1
39.0,87,0,0,0,0,0,0,0,0
38.2,112,0,1,0,0,0,0,0,0
38.5,104,1,0,0,0,0,0,0,0
38.0,68,0,0,0,0,0,0,0,0
39.2,92,0,0,1,0,0,0,0,0
37.9,90,1,0,0,0,0,0,0,0
38.7,96,0,1,0,0,0,0,0,0
38.3,86,0,0,0,0,0,0,0,0
39.7,126,1,0,1,0,0,0,0,1
39.1,94,0,0,0,0,0,0,0,0
39.6,108,0,1,0,0,0,1,0,2
38.6,79,0,0,1,0,0,0,0,0
38.2,100,0,0,0,0,0,0,0,0
38.2,116,1,1,0,0,0,0,0,1
38.1,76,0,0,1,1,0,0,0,1
39.5,94,0,0,1,0,0,0,0,0
39.2,115,0,0,1,0,0,0,0,0
37.9,99,0,1,0,0,0,0,0,0
38.7,83,0,0,0,0,0,0,0,0
38.7,69,0,0,0,0,0,0,0,0
39.0,139,0,0,0,1,0,0,0,1
38.8,90,1,0,0,1,0,0,0,1
38.0,111,0,0,0,0,0,0,0,0
38.9,99,0,0,0,0,0,0,1,2
39.4,45,0,0,0,0,0,0,0,0
38.0,127,0,0,0,0,0,0,0,0
37.5,109,0,0,1,0,0,0,0,0
38.1,90,0,0,0,0,0,0,0,0
38.7,88,1,1,0,0,0,0,0,1
38.7,97,1,1,0,0,0,0,0,1
38.8,82,0,1,1,0,0,0,0,0
38.2,119,1,0,0,0,0,0,0,0
38.1,96,0,0,1,0,0,0,0,0
38.5,75,0,1,0,0,0,0,0,0
37.9,104,0,1,1,0,0,0,0,0
38.0,113,0,0,0,0,0,0,0,0
38.4,104,0,0,1,0,0,0,0,0
37.1,115,1,1,0,1,0,0,0,1
38.7,84,0,0,1,0,1,0,0,2
38.8,124,0,1,0,0,0,0,0,0
38.0,123,0,0,0,0,0,0,0,0
38.5,122,0,1,0,0,0,0,0,0
38.9,91,0,0,0,0,0,0,0,0
37.7,158,0,0,1,0,1,0,0,2
38.3,88,0,1,0,0,0,0,0,0
39.7,99,0,0,0,0,0,0,0,0
38.5,80,1,0,0,0,0,0,0,0
39.2,154,0,0,1,0,0,0,0,0
39.1,78,0,0,0,1,0,0,0,1
38.5,102,0,0,1,0,0,0,0,0
38.4,94,1,0,0,1,0,0,0,1
39.8,94,0,0,0,0,0,0,0,1
39.4,114,0,0,1,0,0,0,0,0
37.5,99,1,1,0,0,0,0,0,1
39.3,94,1,0,0,0,0,0,0,0
37.9,113,0,0,0,0,0,0,0,0
37.6,116,0,1,1,0,0,0,0,0
38.8,50,0,1,1,0,0,0,0,0
38.8,66,0,0,0,1,0,0,0,1
39.1,107,0,0,1,0,0,0,0,0
38.3,108,0,1,0,0,0,0,0,0
38.5,123,0,1,1,0,0,0,0,0
38.3,49,0,0,1,0,0,0,0,0
38.2,158,1,0,0,0,0,1,0,2
38.6,42,0,0,0,0,0,0,0,0
38.4,140,0,0,0,1,0,0,0,1
38.3,96,0,1,1,0,0,0,0,0
38.3,71,0,1,0,0,0,0,0,0
37.9,95,0,0,0,0,0,0,0,0
38.1,70,0,0,1,0,0,0,0,0
37.5,82,0,0,0,0,1,0,0,2
38.1,69,0,0,0,0,0,0,0,0
37.8,54,0,1,0,0,0,0,0,0
38.7,142,0,0,0,0,0,0,0,0
39.2,130,0,0,1,1,1,0,0,2
38.1,91,0,0,0,1,0,0,0,1
39.9,52,1,1,1,0,0,0,0,1
38.0,81,0,0,0,0,0,0,0,0
38.0,120,0,1,1,0,0,0,0,0
